0,-99.192319,18.91941,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
1,-99.189473,18.918525,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
2,-99.188905,18.91836,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
3,-99.188539,18.9182,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
4,-99.188204,18.91797,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
5,-99.187865,18.917665,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
6,-99.186966,18.91689,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
7,-99.186701,18.916661,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
8,-99.186492,18.916472,3.3472222222222223,708,3,158,NONE,6,1354947857,1501808760000
9,-99.19457,18.937178,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
10,-99.194757,18.937267,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
11,-99.1949,18.937313,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
12,-99.195049,18.937313,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
13,-99.195179,18.937297,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
14,-99.195361,18.937215,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
15,-99.19597,18.936822,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
16,-99.196224,18.936723,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
17,-99.196457,18.93667,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
18,-99.197315,18.936535,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
19,-99.198455,18.936349,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
20,-99.198725,18.93631,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
21,-99.200119,18.936092,4.419444444444444,613,2,73,NONE,2,1370840702,1501808760000
22,-99.214133,18.940919,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
23,-99.214467,18.940784,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
24,-99.214641,18.940764,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
25,-99.214816,18.94079,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
26,-99.215004,18.940834,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
27,-99.215434,18.940969,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
28,-99.215626,18.941021,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
29,-99.21612,18.941088,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
30,-99.216544,18.941143,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
31,-99.216753,18.94117,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
32,-99.216976,18.941199,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
33,-99.217158,18.941221,2.3194444444444446,328,3,83,NONE,2,1373600573,1501808760000
34,-99.21137,18.923602,3.9944444444444445,702,3,78,NONE,6,1375538452,1501808760000
35,-99.211812,18.923709,3.9944444444444445,702,3,78,NONE,6,1375538452,1501808760000
36,-99.212716,18.923928,3.9944444444444445,702,3,78,NONE,6,1375538452,1501808760000
37,-99.213638,18.924114,3.9944444444444445,702,3,78,NONE,6,1375538452,1501808760000
38,-99.215186,18.924128,3.9944444444444445,702,3,78,NONE,6,1375538452,1501808760000
39,-99.21798,18.924096,3.9944444444444445,702,3,78,NONE,6,1375538452,1501808760000
40,-99.217865,18.969516,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
41,-99.219906,18.969489,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
42,-99.221078,18.969485,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
43,-99.221463,18.969492,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
44,-99.222418,18.969497,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
45,-99.223204,18.969497,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
46,-99.22399,18.969497,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
47,-99.224784,18.96951,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
48,-99.225602,18.969525,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
49,-99.226351,18.969529,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
50,-99.227239,18.969536,1.7527777777777778,989,3,421,NONE,7,1376082559,1501808760000
51,-99.218613,18.933826,2.625,1400,3,374,NONE,2,1376356569,1501808760000
52,-99.218066,18.933859,2.625,1400,3,374,NONE,2,1376356569,1501808760000
53,-99.216975,18.933927,2.625,1400,3,374,NONE,2,1376356569,1501808760000
54,-99.216797,18.933936,2.625,1400,3,374,NONE,2,1376356569,1501808760000
55,-99.214825,18.934049,2.625,1400,3,374,NONE,2,1376356569,1501808760000
56,-99.214417,18.934073,2.625,1400,3,374,NONE,2,1376356569,1501808760000
57,-99.214218,18.934086,2.625,1400,3,374,NONE,2,1376356569,1501808760000
58,-99.213892,18.934109,2.625,1400,3,374,NONE,2,1376356569,1501808760000
59,-99.212564,18.934192,2.625,1400,3,374,NONE,2,1376356569,1501808760000
60,-99.211454,18.934259,2.625,1400,3,374,NONE,2,1376356569,1501808760000
61,-99.208571,18.934427,2.625,1400,3,374,NONE,2,1376356569,1501808760000
62,-99.208063,18.934458,2.625,1400,3,374,NONE,2,1376356569,1501808760000
63,-99.207931,18.934466,2.625,1400,3,374,NONE,2,1376356569,1501808760000
64,-99.207838,18.934475,2.625,1400,3,374,NONE,2,1376356569,1501808760000
65,-99.20729,18.934506,2.625,1400,3,374,NONE,2,1376356569,1501808760000
