speed,CO2-Atm,CO2-Eq,CO,PM10,VOC,SO2,PM2.5,NOx,NH3
45,0.00322724,7.76144e-05,134.385,0.31654,3.19322,0.0776571,0.28489,15.4727,0.250192
46,0.00324027,7.7896e-05,133.38,0.317759,3.15599,0.07697,0.285939,15.4932,0.249645
47,0.00325276,7.8166e-05,132.417,0.318927,3.12034,0.0763123,0.286944,15.5128,0.249122
48,0.00326472,7.84247e-05,131.496,0.320046,3.08617,0.075682,0.287907,15.5316,0.24862
49,0.00327619,7.86725e-05,130.611,0.321119,3.05341,0.0750773,0.28883,15.5496,0.248139
50,0.00330343,7.92935e-05,129.784,0.323383,3.02786,0.0747947,0.290809,15.6871,0.249909
51,0.00333431,8.00057e-05,128.924,0.324694,3.00219,0.0745242,0.29191,15.8139,0.251824
52,0.00337114,8.08697e-05,127.949,0.323772,2.97383,0.0742058,0.290961,15.8994,0.253685
53,0.00340659,8.17014e-05,127.011,0.322887,2.94654,0.0738996,0.290048,15.9818,0.255477
54,0.00344073,8.25022e-05,126.107,0.322034,2.92027,0.0736048,0.28917,16.0611,0.257202
55,0.00347363,8.3274e-05,125.237,0.321212,2.89494,0.0733207,0.288323,16.1375,0.258865
56,0.00350275,8.39494e-05,124.487,0.321974,2.8727,0.0730858,0.288931,16.2357,0.260471
57,0.00352942,8.45633e-05,123.815,0.323575,2.85244,0.0728812,0.290311,16.3443,0.262025
58,0.00355517,8.51561e-05,123.165,0.325122,2.83288,0.0726838,0.291644,16.449,0.263525
59,0.00358003,8.57282e-05,122.537,0.326615,2.81397,0.0724927,0.29293,16.5502,0.264972
60,0.00360408,8.62818e-05,121.93,0.328059,2.79571,0.0723083,0.294175,16.648,0.266373
61,0.00362734,8.68172e-05,121.344,0.329456,2.77805,0.0721298,0.295379,16.7427,0.267728
62,0.00364983,8.73349e-05,120.776,0.330806,2.76094,0.071957,0.296543,16.8342,0.269038
63,0.00367163,8.78365e-05,120.226,0.332115,2.74439,0.0717898,0.297671,16.9229,0.270308
64,0.00369274,8.83226e-05,119.694,0.333383,2.72836,0.0716279,0.298764,17.0088,0.271537
65,0.00371319,8.87932e-05,119.178,0.334611,2.71281,0.0714708,0.299822,17.092,0.272728
66,0.00373304,8.92501e-05,118.677,0.335803,2.69774,0.0713185,0.300849,17.1728,0.273884
67,0.00375228,8.96931e-05,118.191,0.336958,2.68311,0.0711709,0.301845,17.2511,0.275005
68,0.00377097,9.01232e-05,117.72,0.338081,2.66892,0.0710275,0.302813,17.3271,0.276094
69,0.0037891,9.05405e-05,117.262,0.339169,2.65514,0.0708882,0.303751,17.4009,0.27715
70,0.00380673,9.09464e-05,116.818,0.340228,2.64175,0.0707531,0.304663,17.4726,0.278177
71,0.00382386,9.13405e-05,116.386,0.341256,2.62874,0.0706216,0.30555,17.5423,0.279174
72,0.00383983,9.17051e-05,115.962,0.342194,2.61603,0.0704935,0.306352,17.6093,0.280146
73,0.00385432,9.20309e-05,115.545,0.343011,2.60359,0.0703685,0.30704,17.6733,0.281097
74,0.00386842,9.23478e-05,115.139,0.343805,2.59148,0.0702469,0.307709,17.7356,0.282022
75,0.00387072,9.23868e-05,114.86,0.343714,2.57852,0.0700516,0.307596,17.7671,0.282556
76,0.00386936,9.23398e-05,114.624,0.343353,2.56554,0.0698373,0.307244,17.7887,0.282961
77,0.00386803,9.22941e-05,114.394,0.343001,2.55289,0.0696286,0.306902,17.8097,0.283356
78,0.00386674,9.22494e-05,114.171,0.342658,2.54057,0.0694251,0.306568,17.8303,0.28374
79,0.00386548,9.22059e-05,113.953,0.342324,2.52856,0.0692268,0.306243,17.8502,0.284115
80,0.00386426,9.21635e-05,113.741,0.341998,2.51685,0.0690335,0.305925,17.8697,0.28448
