speed,CO2-Atm,CO2-Eq,CO,PM10,VOC,SO2,PM2.5,NOx,NH3
67,0.00333809,7.92661e-05,119.997,0.263406,2.67947,0.0698666,0.234235,16.6779,0.265192
68,0.00335614,7.96877e-05,119.081,0.264748,2.65931,0.0696732,0.235415,16.7072,0.266532
69,0.00337366,8.00967e-05,118.19,0.26605,2.63972,0.0694853,0.236561,16.7356,0.267831
70,0.00339069,8.04944e-05,117.326,0.267317,2.6207,0.0693028,0.237674,16.7632,0.269095
71,0.00340723,8.08808e-05,116.484,0.268547,2.60221,0.0691255,0.238757,16.7901,0.270323
72,0.00342292,8.12464e-05,115.667,0.269721,2.5842,0.0689528,0.239788,16.8156,0.271517
73,0.00343759,8.15868e-05,114.87,0.27083,2.56663,0.0687844,0.24076,16.8396,0.272682
74,0.00345186,8.19179e-05,114.096,0.271909,2.54954,0.0686205,0.241706,16.8629,0.273815
75,0.00346574,8.22401e-05,113.341,0.272958,2.5329,0.0684609,0.242626,16.8856,0.274918
76,0.00347926,8.25539e-05,112.607,0.273981,2.5167,0.0683056,0.243523,16.9077,0.275992
77,0.00349243,8.28596e-05,111.891,0.274977,2.50093,0.0681544,0.244396,16.9293,0.277039
78,0.00350527,8.31575e-05,111.195,0.275947,2.48555,0.068007,0.245247,16.9502,0.278059
79,0.0035178,8.34483e-05,110.543,0.276894,2.47081,0.0678657,0.246078,16.9722,0.279055
80,0.00353114,8.37584e-05,110.941,0.277901,2.46546,0.0678172,0.246961,17.0497,0.28014
