speed,CO2-Atm,CO2-Eq,CO,PM10,VOC,SO2,PM2.5,NOx,NH3
45,0.00325683,7.80E-05,147.476,0.294614,3.49706,0.0800407,0.264099,17.6979,0.241734
46,0.00324049,7.76E-05,146.544,0.29371,3.45003,0.0790084,0.263284,17.5317,0.240081
47,0.00322484,7.72E-05,145.653,0.292846,3.40501,0.0780202,0.262504,17.3727,0.238499
,,,,,,,,,
48,0.00320985,7.68333e-05,144.798,0.292018,3.36185,0.0770731,0.261757,17.2201,0.236983
49,0.00319741,7.65268e-05,143.97,0.291182,3.31921,0.0761564,0.261003,17.0714,0.235527
50,0.00318929,7.63245e-05,143.109,0.2906,3.27795,0.0753109,0.260475,16.9418,0.234407
51,0.00322161,7.70784e-05,141.49,0.2929,3.23991,0.07496,0.262495,16.9895,0.236783
52,0.00325623,7.7891e-05,139.9,0.294917,3.20237,0.0746096,0.264255,17.0258,0.239074
53,0.00328955,7.86733e-05,138.37,0.296859,3.16625,0.0742726,0.26595,17.0609,0.24128
54,0.00332164,7.94265e-05,136.897,0.298729,3.13146,0.073948,0.267582,17.0946,0.243404
55,0.00335257,8.01524e-05,135.478,0.300531,3.09794,0.0736353,0.269154,17.1271,0.245451
56,0.00338075,8.08116e-05,134.126,0.302431,3.06609,0.0733413,0.270821,17.1637,0.247425
57,0.00340705,8.14255e-05,132.832,0.304357,3.03562,0.0730622,0.272514,17.202,0.249332
58,0.00343244,8.20182e-05,131.583,0.306216,3.00621,0.0727926,0.274149,17.2391,0.251173
59,0.00345695,8.25904e-05,130.377,0.308011,2.97778,0.0725321,0.275727,17.2748,0.252951
60,0.00348067,8.31439e-05,129.21,0.309747,2.95031,0.0722804,0.277254,17.3094,0.254671
61,0.0035036,8.36793e-05,128.082,0.311427,2.92375,0.0720369,0.27873,17.3428,0.256334
62,0.00352578,8.4197e-05,126.989,0.313051,2.89803,0.0718012,0.280158,17.3752,0.257943
63,0.00354727,8.46986e-05,125.933,0.314624,2.87313,0.071573,0.281542,17.4065,0.259501
64,0.00356809,8.51846e-05,124.908,0.316149,2.84901,0.071352,0.282882,17.4369,0.261011
65,0.00358826,8.56554e-05,123.916,0.317625,2.82563,0.0711377,0.28418,17.4663,0.262473
66,0.00360782,8.6112e-05,122.953,0.319058,2.80296,0.07093,0.28544,17.4948,0.263892
67,0.0036268,8.65552e-05,122.019,0.320448,2.78097,0.0707285,0.286662,17.5225,0.265269
68,0.00364523,8.69853e-05,121.113,0.321797,2.75963,0.0705329,0.287849,17.5494,0.266605
69,0.00366311,8.74026e-05,120.233,0.323106,2.7389,0.0703428,0.289,17.5755,0.267901
70,0.0036805,8.78084e-05,119.378,0.324379,2.71876,0.0701584,0.290119,17.6008,0.269162
71,0.00369738,8.82026e-05,118.547,0.325616,2.6992,0.0699791,0.291206,17.6255,0.270387
72,0.00371339,8.85755e-05,117.739,0.326795,2.68014,0.0698044,0.292242,17.6488,0.271578
73,0.00373925,8.91798e-05,116.954,0.32882,2.66174,0.0696497,0.294029,17.6842,0.272798
74,0.0037722,8.99518e-05,116.194,0.331442,2.64398,0.0695102,0.296349,17.7282,0.274025
75,0.00380426,9.0703e-05,115.452,0.333993,2.62669,0.0693744,0.298607,17.7711,0.275219
76,0.00383548,9.14346e-05,114.731,0.336478,2.60986,0.0692423,0.300806,17.8128,0.276382
77,0.0038659,9.21473e-05,114.029,0.338899,2.59348,0.0691135,0.302948,17.8535,0.277515
78,0.00389554,9.28417e-05,113.344,0.341257,2.5775,0.0689882,0.305035,17.8931,0.278619
79,0.00392444,9.35189e-05,112.705,0.343557,2.56217,0.0688682,0.30707,17.9332,0.279697
80,0.00395364,9.42031e-05,113.111,0.345874,2.55627,0.0688408,0.30912,18.0288,0.280863
