speed,CO2-Atm,CO2-Eq,CO,PM10,VOC,SO2,PM2.5,NOx,NH3
67,0.00311143,7.39174e-05,119.026,0.246267,2.62929,0.0692421,0.219069,16.1262,0.262767
68,0.00311973,7.41089e-05,118.067,0.246872,2.60697,0.0690218,0.219597,16.1318,0.264002
69,0.00312778,7.42946e-05,117.136,0.247459,2.58529,0.0688078,0.220109,16.1372,0.2652
70,0.00313974,7.45727e-05,116.415,0.248342,2.56651,0.0686135,0.220884,16.16,0.266356
71,0.00315831,7.50068e-05,116.025,0.249726,2.55208,0.0684474,0.222102,16.2117,0.267463
72,0.00317598,7.5419e-05,115.644,0.251049,2.53802,0.0682856,0.223266,16.2614,0.26854
73,0.00319256,7.58045e-05,115.273,0.252303,2.52429,0.0681279,0.224366,16.3088,0.269591
74,0.0032087,7.61796e-05,114.911,0.253523,2.51094,0.0679744,0.225437,16.355,0.270614
75,0.0032244,7.65447e-05,114.56,0.254711,2.49794,0.0678249,0.226479,16.4,0.271609
76,0.00323969,7.69002e-05,114.218,0.255867,2.48529,0.0676794,0.227494,16.4438,0.272578
77,0.00325459,7.72466e-05,113.885,0.256993,2.47296,0.0675377,0.228483,16.4864,0.273522
78,0.00326909,7.75839e-05,113.559,0.258091,2.46095,0.0673996,0.229446,16.5279,0.274442
79,0.00328323,7.79125e-05,113.243,0.259159,2.44924,0.0672649,0.230384,16.5684,0.275338
80,0.00329702,7.82331e-05,112.934,0.260202,2.43783,0.0671337,0.231299,16.6079,0.276212
